district,name,mcdname,pop
7,"Peterson, Collin",Swede Grove Township,400
7,"Peterson, Collin",Swede Prairie Township,170
7,"Peterson, Collin",Swedes Forest Township,121
7,"Peterson, Collin",Sweet Township,324
7,"Peterson, Collin",Swenoda Township,140
7,"Peterson, Collin",Synnes Township,118
7,"Peterson, Collin",Tabor Township,113
7,"Peterson, Collin",Tamarac Township,71
7,"Peterson, Collin",Tanberg Township,69
7,"Peterson, Collin",Tansem Township,259
7,"Peterson, Collin",Tara Township,180
7,"Peterson, Collin",Taunton City,139
7,"Peterson, Collin",Taylor Township,105
7,"Peterson, Collin",Tegner Township,48
7,"Peterson, Collin",Teien Township,73
7,"Peterson, Collin",Ten Mile Lake Township,153
7,"Peterson, Collin",Tenney City,5
7,"Peterson, Collin",Terrebonne Township,147
7,"Peterson, Collin",Thief Lake Township,39
7,"Peterson, Collin",Thief River Falls City,8573
7,"Peterson, Collin",Thompson Township,152
7,"Peterson, Collin",Three Lakes Township,194
7,"Peterson, Collin",Tintah City,63
7,"Peterson, Collin",Tintah Township,33
7,"Peterson, Collin",Toad Lake Township,539
7,"Peterson, Collin",Toqua Township,53
7,"Peterson, Collin",Tordenskjold Township,551
7,"Peterson, Collin",Torning Township,440
7,"Peterson, Collin",Tracy City,2163
7,"Peterson, Collin",Trail City,46
7,"Peterson, Collin",Transit Township,276
7,"Peterson, Collin",Trondhjem Township,192
7,"Peterson, Collin",Trosky City,86
7,"Peterson, Collin",Troy Township,573
7,"Peterson, Collin",Tumuli Township,449
7,"Peterson, Collin",Tunsberg Township,208
7,"Peterson, Collin",Turtle Creek Township,295
7,"Peterson, Collin",Twin Lakes Township,818
7,"Peterson, Collin",Twin Valley City,821
7,"Peterson, Collin",Two Inlets Township,213
7,"Peterson, Collin",Tyler City,1143
7,"Peterson, Collin",Tynsid Township,64
7,"Peterson, Collin",Tyro Township,181
7,"Peterson, Collin",Ulen City,547
7,"Peterson, Collin",Ulen Township,174
7,"Peterson, Collin",Underwood City,341
7,"Peterson, Collin",Underwood Township,206
7,"Peterson, Collin",Union Grove Township,633
7,"Peterson, Collin",Urbank City,54
7,"Peterson, Collin",Urness Township,243
7,"Peterson, Collin",Vail Township,229
7,"Peterson, Collin",Vallers Township,214
7,"Peterson, Collin",Valley Township,149
7,"Peterson, Collin",Vega Township,125
7,"Peterson, Collin",Veldt Township,30
7,"Peterson, Collin",Verdi Township,206
7,"Peterson, Collin",Vergas City,331
7,"Peterson, Collin",Vesta City,319
7,"Peterson, Collin",Vesta Township,192
7,"Peterson, Collin",Viding Township,103
7,"Peterson, Collin",Viking City,104
7,"Peterson, Collin",Viking Township,156
7,"Peterson, Collin",Villard City,254
7,"Peterson, Collin",Villard Township,656
7,"Peterson, Collin",Vineland Township,87
7,"Peterson, Collin",Vining City,78
7,"Peterson, Collin",Wabanica Unorg,301
7,"Peterson, Collin",Wabasso City,696
7,"Peterson, Collin",Wadena City,66
7,"Peterson, Collin",Walden Township,169
7,"Peterson, Collin",Walls Township,65
7,"Peterson, Collin",Walnut Grove City,871
7,"Peterson, Collin",Walter Township,148
7,"Peterson, Collin",Walworth Township,87
7,"Peterson, Collin",Wanda City,84
7,"Peterson, Collin",Wanger Township,75
7,"Peterson, Collin",Wang Township,249
7,"Peterson, Collin",Ward Township,447
7,"Peterson, Collin",Warren City,1563
7,"Peterson, Collin",Warrenton Township,103
7,"Peterson, Collin",Warroad City,1781
7,"Peterson, Collin",Washington Lake Township,498
7,"Peterson, Collin",Waskish Township,118
7,"Peterson, Collin",Waterbury Township,196
7,"Peterson, Collin",Watkins City,962
7,"Peterson, Collin",Watson City,205
7,"Peterson, Collin",Waubun City,400
7,"Peterson, Collin",Waukon Township,114
7,"Peterson, Collin",Wellington Township,185
7,"Peterson, Collin",Wendell City,167
7,"Peterson, Collin",Wergeland Township,153
7,"Peterson, Collin",West Bank Township,150
7,"Peterson, Collin",Westbrook City,739
7,"Peterson, Collin",Westbrook Township,216
7,"Peterson, Collin",Westerheim Township,235
7,"Peterson, Collin",Western Township,129
7,"Peterson, Collin",Westline Township,178
7,"Peterson, Collin",Westport City,57
7,"Peterson, Collin",Westport Township,278
7,"Peterson, Collin",West Union City,111
7,"Peterson, Collin",West Union Township,268
7,"Peterson, Collin",West Valley Township,132
7,"Peterson, Collin",Wheaton City,1424
7,"Peterson, Collin",Wheeler Unorg,281
7,"Peterson, Collin",White Bear Lake Township,431
7,"Peterson, Collin",White Earth Township,828
7,"Peterson, Collin",Whitefield Township,525
7,"Peterson, Collin",Whiteford Township,44
7,"Peterson, Collin",Wild Rice Township,256
7,"Peterson, Collin",Williams City,191
7,"Peterson, Collin",Willmar City,19610
7,"Peterson, Collin",Willmar Township,513
7,"Peterson, Collin",Willow Lake Township,222
7,"Peterson, Collin",Wilton City,204
7,"Peterson, Collin",Winchester Township,56
7,"Peterson, Collin",Windom City,4646
7,"Peterson, Collin",Windsor Township,66
7,"Peterson, Collin",Winfield Township,224
7,"Peterson, Collin",Winger City,220
7,"Peterson, Collin",Winger Township,206
7,"Peterson, Collin",Winsor Township,90
7,"Peterson, Collin",Winsted City,2355
7,"Peterson, Collin",Winsted Township,968
7,"Peterson, Collin",Winthrop City,1399
7,"Peterson, Collin",Wolf Lake City,57
7,"Peterson, Collin",Wolf Lake Township,242
7,"Peterson, Collin",Wolverton City,142
7,"Peterson, Collin",Wolverton Township,128
7,"Peterson, Collin",Wood Lake City,439
7,"Peterson, Collin",Wood Lake Township,231
7,"Peterson, Collin",Woodrow Township,73
7,"Peterson, Collin",Woodside Township,782
7,"Peterson, Collin",Woodstock City,124
7,"Peterson, Collin",Woods Township,227
7,"Peterson, Collin",Wright Township,116
7,"Peterson, Collin",Wyandotte Township,130
7,"Peterson, Collin",Wykeham Township,409
7,"Peterson, Collin",Wylie Township,65
7,"Peterson, Collin",Yellow Bank Township,159
7,"Peterson, Collin",Zion Township,335
7,"Peterson, Collin",Zippel Unorg,118
8,"Stauber, Pete",Agram Township,572
8,"Stauber, Pete",Aitkin City,2165
8,"Stauber, Pete",Aitkin Township,856
8,"Stauber, Pete",Akeley City,432
8,"Stauber, Pete",Akeley Township,551
8,"Stauber, Pete",Alango Township,258
8,"Stauber, Pete",Alborn Township,460
8,"Stauber, Pete",Alden Township,213
8,"Stauber, Pete",Aldrich City,48
8,"Stauber, Pete",Aldrich Township,430
8,"Stauber, Pete",Alvwood Township,42
8,"Stauber, Pete",Amador Township,885
8,"Stauber, Pete",Angora Township,249
8,"Stauber, Pete",Ann Lake Township,447
8,"Stauber, Pete",Ansel Township,97
8,"Stauber, Pete",Arago Township,607
8,"Stauber, Pete",Arbo Township,867
8,"Stauber, Pete",Ardenhurst Township,164
8,"Stauber, Pete",Arlone Township,358
8,"Stauber, Pete",Arna Township,112
8,"Stauber, Pete",Arrowhead Township,223
8,"Stauber, Pete",Arthur Township,1843
8,"Stauber, Pete",Askov City,364
8,"Stauber, Pete",Athens Township,2177
8,"Stauber, Pete",Atkinson Township,406
8,"Stauber, Pete",Ault Township,109
8,"Stauber, Pete",Aurora City,1682
8,"Stauber, Pete",Automba Township,140
8,"Stauber, Pete",Babbitt City,1475
8,"Stauber, Pete",Backus City,250
8,"Stauber, Pete",Badoura Township,128
8,"Stauber, Pete",Balkan Township,832
8,"Stauber, Pete",Ball Bluff Township,278
8,"Stauber, Pete",Balsam Township,592
8,"Stauber, Pete",Barclay Township,559
8,"Stauber, Pete",Barnum City,613
8,"Stauber, Pete",Barnum Township,1061
8,"Stauber, Pete",Barry Township,585
8,"Stauber, Pete",Bassett Township,41
8,"Stauber, Pete",Baxter City,7610
8,"Stauber, Pete",Bay Lake Township,929
8,"Stauber, Pete",Bearville Township,205
8,"Stauber, Pete",Beatty Township,372
8,"Stauber, Pete",Beaver Bay City,181
8,"Stauber, Pete",Beaver Bay Township,473
8,"Stauber, Pete",Beaver Township,53
8,"Stauber, Pete",Becker Township,517
8,"Stauber, Pete",Belle Prairie Township,1105
8,"Stauber, Pete",Bellevue Township,1093
8,"Stauber, Pete",Bena City,116
8,"Stauber, Pete",Beseman Township,137
8,"Stauber, Pete",Beulah Township,64
8,"Stauber, Pete",Big Falls,236
8,"Stauber, Pete",Bigfork City,446
8,"Stauber, Pete",Bigfork Township,321
8,"Stauber, Pete",Birch Creek Township,233
8,"Stauber, Pete",Birch Lake Township,524
8,"Stauber, Pete",Birch Lake Unorganized,505
8,"Stauber, Pete",Birch Township,118
8,"Stauber, Pete",Biwabik City,969
8,"Stauber, Pete",Biwabik Township,804
8,"Stauber, Pete",Blackberry Township,880
8,"Stauber, Pete",Blackduck City,785
8,"Stauber, Pete",Blackhoof Township,893
8,"Stauber, Pete",Blind Lake Township,82
8,"Stauber, Pete",Blueberry Township,721
8,"Stauber, Pete",Bock City,106
8,"Stauber, Pete",Bogus Brook Township,1421
8,"Stauber, Pete",Borgholm Township,1718
8,"Stauber, Pete",Bovey City,804
8,"Stauber, Pete",Bowlus City,290
8,"Stauber, Pete",Bowstring Lake Unorganized,1166
8,"Stauber, Pete",Bowstring Township,230
8,"Stauber, Pete",Boy Lake Township,256
8,"Stauber, Pete",Boy River City,47
8,"Stauber, Pete",Boy River Township,86
8,"Stauber, Pete",Bradbury Township,268
8,"Stauber, Pete",Bradford Township,3380
8,"Stauber, Pete",Braham City,1793
8,"Stauber, Pete",Brainerd City,13590
8,"Stauber, Pete",Breezy Point City,2346
8,"Stauber, Pete",Breitung Township,605
8,"Stauber, Pete",Bremen Township,240
8,"Stauber, Pete",Brevator Township,1269
8,"Stauber, Pete",Brook Lake Unorganized,233
8,"Stauber, Pete",Brook Park City,139
8,"Stauber, Pete",Brook Park Township,522
8,"Stauber, Pete",Brookston City,141
8,"Stauber, Pete",Bruno City,102
8,"Stauber, Pete",Bruno Township,184
8,"Stauber, Pete",Brunswick Township,1333
8,"Stauber, Pete",Buckman City,270
8,"Stauber, Pete",Buckman Township,733
8,"Stauber, Pete",Buhl City,1000
8,"Stauber, Pete",Buh Township,520
8,"Stauber, Pete",Bullard Township,219
8,"Stauber, Pete",Bull Moose Township,133
8,"Stauber, Pete",Bungo Township,188
8,"Stauber, Pete",Byron Township,144
8,"Stauber, Pete",Calumet,367
8,"Stauber, Pete",Cambridge City,8111
8,"Stauber, Pete",Cambridge Township,2379
8,"Stauber, Pete",Camp 5 Township,35
8,"Stauber, Pete",Canosia Township,2158
8,"Stauber, Pete",Carlton City,862
8,"Stauber, Pete",Carpenter Township,179
8,"Stauber, Pete",Cass Lake City,770
8,"Stauber, Pete",Cedar Valley Township,195
8,"Stauber, Pete",Center City,628
8,"Stauber, Pete",Center Township,910
8,"Stauber, Pete",Chengwatana Township,987
8,"Stauber, Pete",Cherry Township,860
8,"Stauber, Pete",Chickamaw Beach City,114
8,"Stauber, Pete",Chisago City,4967
8,"Stauber, Pete",Chisago Lake Township,4656
8,"Stauber, Pete",Chisholm City,4976
8,"Stauber, Pete",Clark Township,169
8,"Stauber, Pete",Clay Township,69
8,"Stauber, Pete",Clear Creek Unorg,160
8,"Stauber, Pete",Clinton Township,1015
8,"Stauber, Pete",Cloquet City,12124
8,"Stauber, Pete",Clover Township,564
8,"Stauber, Pete",Cohasset City,2698
8,"Stauber, Pete",Coleraine City,1970
8,"Stauber, Pete",Colvin Township,317
8,"Stauber, Pete",Comfort Township,1078
8,"Stauber, Pete",Cook City,574
8,"Stauber, Pete",Cormant Township,158
8,"Stauber, Pete",Cornish Township,28
8,"Stauber, Pete",Cotton Township,445
8,"Stauber, Pete",Crane Lake Township,82
8,"Stauber, Pete",Cromwell City,234
8,"Stauber, Pete",Crooked Lake Township,560
8,"Stauber, Pete",Crosby City,2386
8,"Stauber, Pete",Crosby Township,93
8,"Stauber, Pete",Crosslake City,2141
8,"Stauber, Pete",Crow Wing Lake Township,332
8,"Stauber, Pete",Crow Wing Township,1966
8,"Stauber, Pete",Crystal Bay Township,472
8,"Stauber, Pete",Culdrum Township,487
8,"Stauber, Pete",Culver Township,294
8,"Stauber, Pete",Cushing Township,714
8,"Stauber, Pete",Cuyuna City,332
8,"Stauber, Pete",Daggett Brook Township,554
8,"Stauber, Pete",Dailey Township,234
8,"Stauber, Pete",Dalbo Township,743
8,"Stauber, Pete",Danforth Township,78
8,"Stauber, Pete",Darling Township,535
8,"Stauber, Pete",Davidson Unorganized,42
8,"Stauber, Pete",Deerfield Township,118
8,"Stauber, Pete",Deer Lake Unorganized,3495
8,"Stauber, Pete",Deer River City,930
8,"Stauber, Pete",Deer River Township,704
8,"Stauber, Pete",Deerwood City,532
8,"Stauber, Pete",Deerwood Township,1306
8,"Stauber, Pete",Dell Grove Township,697
8,"Stauber, Pete",Denham City,35
8,"Stauber, Pete",Duluth City,86265
8,"Stauber, Pete",Duluth Township,1941
8,"Stauber, Pete",Durand Township,209
8,"Stauber, Pete",Eagles Nest Township,242
8,"Stauber, Pete",Eagle Township,581
8,"Stauber, Pete",East Cass Unorganized,62
8,"Stauber, Pete",East Cook Unorganized,636
8,"Stauber, Pete",East Gull Lake City,1004
8,"Stauber, Pete",East Koochiching Unorganized,595
8,"Stauber, Pete",East Side Township,620
8,"Stauber, Pete",Effie City,123
8,"Stauber, Pete",Ellsburg Township,219
8,"Stauber, Pete",Elmdale City,116
8,"Stauber, Pete",Elmdale Township,1010
8,"Stauber, Pete",Elmer Township,151
8,"Stauber, Pete",Ely City,3460
8,"Stauber, Pete",Embarrass Township,607
8,"Stauber, Pete",Emily City,813
8,"Stauber, Pete",Eveleth City,3718
8,"Stauber, Pete",Fairbanks Township,63
8,"Stauber, Pete",Fairfield Township,345
8,"Stauber, Pete",Fairview Township,821
8,"Stauber, Pete",Fall Lake Township,549
8,"Stauber, Pete",Farden Township,1137
8,"Stauber, Pete",Farm Island Township,1099
8,"Stauber, Pete",Fayal Township,1809
8,"Stauber, Pete",Federal Dam City,110
8,"Stauber, Pete",Feeley Township,306
8,"Stauber, Pete",Fern Township,270
8,"Stauber, Pete",Field Township,391
8,"Stauber, Pete",Fifty Lakes City,387
8,"Stauber, Pete",Fine Lakes Township,134
8,"Stauber, Pete",Finlayson City,315
8,"Stauber, Pete",Finlayson Township,456
8,"Stauber, Pete",First Assessment Unorg Terr,5424
8,"Stauber, Pete",Fish Lake Township,2012
8,"Stauber, Pete",Fleming Township,453
8,"Stauber, Pete",Flensburg City,225
8,"Stauber, Pete",Floodwood City,528
8,"Stauber, Pete",Floodwood Township,280
8,"Stauber, Pete",Ford Township,195
8,"Stauber, Pete",Foreston City,533
8,"Stauber, Pete",Fort Ripley City,69
8,"Stauber, Pete",Fort Ripley Township,883
8,"Stauber, Pete",Franconia Township,1805
8,"Stauber, Pete",Fredenberg Township,1337
8,"Stauber, Pete",French Township,567
8,"Stauber, Pete",Frohn Township,1433
8,"Stauber, Pete",Funkley City,5
8,"Stauber, Pete",Gail Lake Township,97
8,"Stauber, Pete",Garrison City,210
8,"Stauber, Pete",Garrison Township,754
8,"Stauber, Pete",Genola City,75
8,"Stauber, Pete",Gheen Unorganized,18
8,"Stauber, Pete",Gilbert City,1799
8,"Stauber, Pete",Glen Township,450
8,"Stauber, Pete",Gnesen Township,1683
8,"Stauber, Pete",Good Hope Township,99
8,"Stauber, Pete",Goodland Township,466
8,"Stauber, Pete",Gould Township,224
8,"Stauber, Pete",Grand Lake Township,2779
8,"Stauber, Pete",Grand Marais City,1350
8,"Stauber, Pete",Grand Portage Unorganized,565
8,"Stauber, Pete",Grand Rapids City,10869
8,"Stauber, Pete",Granite Township,481
8,"Stauber, Pete",Grass Lake Township,1038
8,"Stauber, Pete",Grasston City,158
8,"Stauber, Pete",Grattan Township,44
8,"Stauber, Pete",Great Scott Township,392
8,"Stauber, Pete",Greenbush Township,1293
8,"Stauber, Pete",Green Prairie Township,748
8,"Stauber, Pete",Greenway Township,871
8,"Stauber, Pete",Greenwood Township,939
8,"Stauber, Pete",Guthrie Township,555
8,"Stauber, Pete",Hackensack City,313
8,"Stauber, Pete",Hagali Township,372
8,"Stauber, Pete",Halden Township,129
8,"Stauber, Pete",Harding City,125
8,"Stauber, Pete",Harris City,1132
8,"Stauber, Pete",Harris Township,3253
8,"Stauber, Pete",Hart Lake Township,509
8,"Stauber, Pete",Haugen Township,178
8,"Stauber, Pete",Hay Brook Township,246
8,"Stauber, Pete",Hay Lake Unorganized,83
8,"Stauber, Pete",Hayland Township,501
8,"Stauber, Pete",Hazelton Township,844
8,"Stauber, Pete",Helga Township,1401
8,"Stauber, Pete",Hendrickson Township,314
8,"Stauber, Pete",Henrietta Township,1642
8,"Stauber, Pete",Henriette City,71
8,"Stauber, Pete",Hermantown Township,9414
8,"Stauber, Pete",Hibbing City,16361
8,"Stauber, Pete",Hill City,633
8,"Stauber, Pete",Hill Lake Township,430
8,"Stauber, Pete",Hillman City,38
8,"Stauber, Pete",Hillman Township,641
8,"Stauber, Pete",Hinckley City,1800
8,"Stauber, Pete",Hinckley Township,806
8,"Stauber, Pete",Hines Township,689
8,"Stauber, Pete",Hiram Township,316
8,"Stauber, Pete",Holyoke Township,182
8,"Stauber, Pete",Home Brook Township,255
8,"Stauber, Pete",Hornet Township,232
8,"Stauber, Pete",Hoyt Lakes City,2017
8,"Stauber, Pete",Hubbard Township,784
8,"Stauber, Pete",Huntersville Township,119
8,"Stauber, Pete",Ideal Township,1069
8,"Stauber, Pete",Idun Township,259
8,"Stauber, Pete",Industrial Township,800
8,"Stauber, Pete",Inguadona Township,190
8,"Stauber, Pete",International Falls City,6424
8,"Stauber, Pete",Irondale Township,1134
8,"Stauber, Pete",Iron Junction City,86
8,"Stauber, Pete",Iron Range Township,289
8,"Stauber, Pete",Ironton City,572
8,"Stauber, Pete",Isanti City,5251
8,"Stauber, Pete",Isanti Township,2313
8,"Stauber, Pete",Isle City,751
8,"Stauber, Pete",Isle Harbor Township,593
8,"Stauber, Pete",Janette Lake Unorganized,295
8,"Stauber, Pete",Jenkins City,430
8,"Stauber, Pete",Jenkins Township,359
8,"Stauber, Pete",Jevne Township,322
8,"Stauber, Pete",Jewett Unorganized,47
8,"Stauber, Pete",Kabetogema Township,135
8,"Stauber, Pete",Kalevala Township,327
8,"Stauber, Pete",Kanabec Township,943
8,"Stauber, Pete",Kathio Township,1627
8,"Stauber, Pete",Keewatin City,1068
8,"Stauber, Pete",Kego Township,505
8,"Stauber, Pete",Kelsey Township,140
8,"Stauber, Pete",Kerrick City,65
8,"Stauber, Pete",Kerrick Township,325
8,"Stauber, Pete",Kettle River City,180
8,"Stauber, Pete",Kettle River Township,504
8,"Stauber, Pete",Kimberly Township,195
8,"Stauber, Pete",Kinghurst Township,106
8,"Stauber, Pete",Kinney City,169
8,"Stauber, Pete",Knife Lake Township,1156
8,"Stauber, Pete",Kroschel Township,216
8,"Stauber, Pete",Kugler Township,175
8,"Stauber, Pete",Lake Alice Township,93
8,"Stauber, Pete",Lake Edward Township,2085
8,"Stauber, Pete",Lake Emma Township,985
8,"Stauber, Pete",Lake George Township,378
8,"Stauber, Pete",Lake Hattie Township,202
8,"Stauber, Pete",Lake Jessie Township,303
8,"Stauber, Pete",Lake No. 1 Unorganized,154
8,"Stauber, Pete",Lake No. 2 Unorganized,2094
8,"Stauber, Pete",Lakeport Township,845
8,"Stauber, Pete",Lake Shore City,1004
8,"Stauber, Pete",Lakeside Township,463
8,"Stauber, Pete",Lakeview Township,179
8,"Stauber, Pete",Lakewood Township,2190
8,"Stauber, Pete",Lakin Township,450
8,"Stauber, Pete",Langor Township,213
8,"Stauber, Pete",Laporte City,111
8,"Stauber, Pete",LaPrairie City,665
8,"Stauber, Pete",Lastrup City,104
8,"Stauber, Pete",Lavell Township,303
8,"Stauber, Pete",Lawrence Township,438
8,"Stauber, Pete",Leaf River Township,531
8,"Stauber, Pete",Leech Lake Township,436
8,"Stauber, Pete",Lee Township,50
8,"Stauber, Pete",Leiding Township,400
8,"Stauber, Pete",Leigh Township,212
8,"Stauber, Pete",Lent Township,3091
8,"Stauber, Pete",Leonidas City,52
8,"Stauber, Pete",Lewis Township,52
8,"Stauber, Pete",Libby Township,45
8,"Stauber, Pete",Liberty Township,62
8,"Stauber, Pete",Lima Township,101
8,"Stauber, Pete",Linden Grove Township,145
8,"Stauber, Pete",Lindstrom City,4442
8,"Stauber, Pete",Little Falls City,8343
8,"Stauber, Pete",Little Falls Township,1682
8,"Stauber, Pete",Littlefork City,647
8,"Stauber, Pete",Little Pine Township,86
8,"Stauber, Pete",Little Sand Lake Unorganized,349
8,"Stauber, Pete",Logan Township,184
8,"Stauber, Pete",Lone Pine Township,410
8,"Stauber, Pete",Long Lake Township,1036
8,"Stauber, Pete",Longville City,156
8,"Stauber, Pete",Loon Lake Township,540
8,"Stauber, Pete",Lutsen Township,415
8,"Stauber, Pete",Lyons Township,192
8,"Stauber, Pete",Macville Township,206
8,"Stauber, Pete",Mahtowa Township,613
8,"Stauber, Pete",Makinen Unorg.,1310
8,"Stauber, Pete",Malmo Township,337
8,"Stauber, Pete",Manhattan Beach City,57
8,"Stauber, Pete",Mantrap Township,519
8,"Stauber, Pete",Maple Grove Township,774
8,"Stauber, Pete",Maple Ridge Township,761
8,"Stauber, Pete",Maple Township,377
8,"Stauber, Pete",Marble City,701
8,"Stauber, Pete",Marcell Township,467
8,"Stauber, Pete",Max Township,142
8,"Stauber, Pete",May Township,852
8,"Stauber, Pete",McCormack Lake Unorganized,209
8,"Stauber, Pete",McDavitt Township,459
8,"Stauber, Pete",McGrath City,80
8,"Stauber, Pete",McGregor City,391
8,"Stauber, Pete",McGregor Township,105
8,"Stauber, Pete",McKinley City,128
8,"Stauber, Pete",McKinley Township,133
8,"Stauber, Pete",Meadow Brook Township,226
8,"Stauber, Pete",Meadowlands City,134
8,"Stauber, Pete",Meadowlands Township,304
8,"Stauber, Pete",Meadow Township,217
8,"Stauber, Pete",Menahga City,1306
8,"Stauber, Pete",Midway Township,1399
8,"Stauber, Pete",Milaca City,2946
8,"Stauber, Pete",Milaca Township,1617
8,"Stauber, Pete",Millward Township,72
8,"Stauber, Pete",Milo Township,1385
8,"Stauber, Pete",Mission Creek Township,635
8,"Stauber, Pete",Mission Township,817
8,"Stauber, Pete",Mizpah City,56
8,"Stauber, Pete",Moose Lake City,2751
8,"Stauber, Pete",Moose Lake Township,1398
8,"Stauber, Pete",Moose Park Township,68
8,"Stauber, Pete",Mora City,3571
8,"Stauber, Pete",Morcom Township,94
8,"Stauber, Pete",Morrill Township,696
8,"Stauber, Pete",Morrison Township,200
8,"Stauber, Pete",Morse Township,1828
8,"Stauber, Pete",Motley City,671
8,"Stauber, Pete",Motley Township,202
8,"Stauber, Pete",Mountain Iron City,2869
8,"Stauber, Pete",Mount Morris Township,93
8,"Stauber, Pete",Mudgett Township,84
8,"Stauber, Pete",Munch Township,302
8,"Stauber, Pete",Nashwauk City,983
8,"Stauber, Pete",Nashwauk Township,698
8,"Stauber, Pete",Nebish Township,290
8,"Stauber, Pete",Nessel Township,1951
8,"Stauber, Pete",Ness Township,62
8,"Stauber, Pete",Nett Lake Unorganized,420
8,"Stauber, Pete",Nevis City,390
8,"Stauber, Pete",Nevis Township,1009
8,"Stauber, Pete",New Dosey Township,74
8,"Stauber, Pete",New Independence Township,299
8,"Stauber, Pete",Nickerson Township,167
8,"Stauber, Pete",Nimrod City,69
8,"Stauber, Pete",Nisswa City,1971
8,"Stauber, Pete",Nokay Lake Township,830
8,"Stauber, Pete",Nordland Township,972
8,"Stauber, Pete",Nore Township,57
8,"Stauber, Pete",Normanna Township,796
8,"Stauber, Pete",Norman Township,248
8,"Stauber, Pete",North Branch City,10125
8,"Stauber, Pete",North Branch Township,1779
8,"Stauber, Pete",North Carlton Unorganized,982
8,"Stauber, Pete",North Cass Unorganized,264
8,"Stauber, Pete",North Central Cass Unorganized,28
8,"Stauber, Pete",Northeast Aitkin Unorg,40
8,"Stauber, Pete",Northeast Itasca Unorganized,1382
8,"Stauber, Pete",Northeast St. Louis Unorg,248
8,"Stauber, Pete",Northern Township,4302
8,"Stauber, Pete",North Germany Township,313
8,"Stauber, Pete",Northland Township,169
8,"Stauber, Pete",Northome City,200
8,"Stauber, Pete",Northome Unorganized,431
8,"Stauber, Pete",North Star Township,190
8,"Stauber, Pete",Northwest Aitkin Unorganized,313
8,"Stauber, Pete",Northwest Koochiching Unorganized,476
8,"Stauber, Pete",Northwest St. Louis Unorg,301
8,"Stauber, Pete",Oak Lawn Township,1792
8,"Stauber, Pete",O'Brien Township,58
8,"Stauber, Pete",Ogema Township,352
8,"Stauber, Pete",Ogilvie City,369
8,"Stauber, Pete",Onamia City,878
8,"Stauber, Pete",Onamia Township,575
8,"Stauber, Pete",Orr City,267
8,"Stauber, Pete",Orton Township,204
8,"Stauber, Pete",Oteneagen Township,310
8,"Stauber, Pete",Otter Tail Peninsula Township,54
8,"Stauber, Pete",Owens Township,263
8,"Stauber, Pete",Oxford Township,888
8,"Stauber, Pete",Page Township,743
8,"Stauber, Pete",Palisade City,167
8,"Stauber, Pete",Parker Township,474
8,"Stauber, Pete",Park Rapids City,3709
8,"Stauber, Pete",Park Township,37
8,"Stauber, Pete",Partridge Township,639
8,"Stauber, Pete",Peace Township,939
8,"Stauber, Pete",Pease City,242
8,"Stauber, Pete",Pelican Township,446
8,"Stauber, Pete",Pequaywan Township,130
8,"Stauber, Pete",Pequot Lakes City,2162
8,"Stauber, Pete",Perch Lake Township,1046
8,"Stauber, Pete",Perry Lake Township,302
8,"Stauber, Pete",Pierz City,1393
8,"Stauber, Pete",Pierz Township,535
8,"Stauber, Pete",Pike Bay Township,1610
8,"Stauber, Pete",Pike Creek Township,953
8,"Stauber, Pete",Pike Township,417
8,"Stauber, Pete",Pillager City,469
8,"Stauber, Pete",Pine City,3123
8,"Stauber, Pete",Pine City Township,1394
8,"Stauber, Pete",Pine Lake Township,790
8,"Stauber, Pete",Pine River City,944
8,"Stauber, Pete",Pine River Township,1156
8,"Stauber, Pete",Platte Lake Township,414
8,"Stauber, Pete",Platte Township,357
8,"Stauber, Pete",Pliny Township,109
8,"Stauber, Pete",Pokegama Township,2743
8,"Stauber, Pete",Pomroy Township,464
8,"Stauber, Pete",Ponto Lake Township,481
8,"Stauber, Pete",Poplar Township,170
8,"Stauber, Pete",Portage Township,170
8,"Stauber, Pete",Port Hope Township,673
8,"Stauber, Pete",Potshot Lake Unorganized,74
8,"Stauber, Pete",Powers Township,715
8,"Stauber, Pete",Prairie Lake Township,50
8,"Stauber, Pete",Princeton City,4648
8,"Stauber, Pete",Princeton Township,2256
8,"Stauber, Pete",Proctor City,3057
8,"Stauber, Pete",Pulaski Township,300
8,"Stauber, Pete",Quamba City,123
8,"Stauber, Pete",Quiring Township,70
8,"Stauber, Pete",Rabbit Lake Township,319
8,"Stauber, Pete",Rainy Lake Unorganized,3810
8,"Stauber, Pete",Randall City,650
8,"Stauber, Pete",Ranier City,145
8,"Stauber, Pete",Red Eye Township,490
8,"Stauber, Pete",Remer City,370
8,"Stauber, Pete",Remer Township,189
8,"Stauber, Pete",Rice Lake Township,4095
8,"Stauber, Pete",Rice River Township,136
8,"Stauber, Pete",Richardson Township,536
8,"Stauber, Pete",Ripley Township,729
8,"Stauber, Pete",Riverton City,117
8,"Stauber, Pete",Rock Creek City,1628
8,"Stauber, Pete",Rockwood Township,820
8,"Stauber, Pete",Rogers Township,63
8,"Stauber, Pete",Roosevelt Township,601
8,"Stauber, Pete",Rosing Township,146
8,"Stauber, Pete",Ross Lake Township,165
8,"Stauber, Pete",Royalton City,1239
8,"Stauber, Pete",Royalton Township,1163
8,"Stauber, Pete",Rush City,3079
8,"Stauber, Pete",Rushseba Township,804
8,"Stauber, Pete",Rutledge City,229
8,"Stauber, Pete",Sago Township,176
8,"Stauber, Pete",Salem Township,95
